choices,Type,typeCode,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_3.started,text_3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Instructions.started,Instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text.started,text.stopped,rating.response,rating.rt,rating.started,rating.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,text_2.started,text_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"Walking around Central 
Park with family",social,1,0,95,95,13,,,,,,,,,,,,,,,,,,,,,,,,,463.04555704015,None,$.03,5.584,0.01886606428615778,None,None,463.04555704015,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Drawing a picture,nonsocial,0,0,96,96,70,,,,,,,,,,,,,,,,,,,,,,,,,468.66390202423236,None,$.03,2.447,0.010903993600550166,None,None,468.66390202423236,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Getting a haircut,nonsocial,0,0,97,97,91,,,,,,,,,,,,,,,,,,,,,,,,,471.14800058720266,None,$.03,2.101,0.01077616504380785,None,None,471.14800058720266,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Buying coffee on 
the way to work",nonsocial,0,0,98,98,63,,,,,,,,,,,,,,,,,,,,,,,,,473.29875804138055,None,$.05,5.165,0.015745305799555354,None,None,473.29875804138055,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Going on a weekend
getaway with family",social,1,0,99,99,18,,,,,,,,,,,,,,,,,,,,,,,,,478.51692344344656,None,$.03,3.1,0.031292803905216715,None,None,478.51692344344656,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Sharing Youtube videos with your partner,social Media,2,0,100,100,9,,,,,,,,,,,,,,,,,,,,,,,,,481.6678280093206,None,$.03,3.906,0.017427293231776275,None,None,481.6678280093206,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Learning to drive 
with a family member",social,1,0,101,101,46,,,,,,,,,,,,,,,,,,,,,,,,,485.6191371479117,None,$.01,5.836,0.01800267724593141,None,None,485.6191371479117,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Cleaning up around 
the house",nonsocial,0,0,102,102,79,,,,,,,,,,,,,,,,,,,,,,,,,491.4896723234692,None,$.03,2.532,0.014319597517442162,None,None,491.4896723234692,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Looking at your Facebook feed,social Media,2,0,103,103,55,,,,,,,,,,,,,,,,,,,,,,,,,494.0883880041456,None,$0,2.074,0.03228806274091767,None,None,494.0883880041456,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Going to a farmer's
market by yourself",nonsocial,0,0,104,104,83,,,,,,,,,,,,,,,,,,,,,,,,,496.2062297604789,None,$.02,2.295,0.023055792966260924,None,None,496.2062297604789,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Reading at the library,nonsocial,0,0,105,105,78,,,,,,,,,,,,,,,,,,,,,,,,,498.54019352808064,None,$0,2.245,0.012899487565846357,None,None,498.54019352808064,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Looking at your Twitter feed,social Media,2,0,106,106,48,,,,,,,,,,,,,,,,,,,,,,,,,500.84033964451874,None,$0,2.641,0.015148150498134783,None,None,500.84033964451874,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Going to a coffee shop with friends,social,1,0,107,107,58,,,,,,,,,,,,,,,,,,,,,,,,,503.5244724817153,None,$.05,2.072,0.017765059199518873,None,None,503.5244724817153,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
Making cookies with your partner,social,1,0,108,108,8,,,,,,,,,,,,,,,,,,,,,,,,,505.6418421121384,None,$.05,3.123,0.015924763408293074,None,None,505.6418421121384,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
"Listening to music
by yourself",nonsocial,0,0,109,109,82,,,,,,,,,,,,,,,,,,,,,,,,,508.8094200626765,None,$.05,1.724,0.01520133464191531,None,None,508.8094200626765,None,,,,,,,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.5432383980815,511.54349840945224,space,2.5861940804488768,510.5432383980815,None,016,001,2020_Feb_14_1012,choiceText,3.1.2,59.969336824954034,
